시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
테디베어사파리테지움,사립,제주특별자치시 제주시 애월읍 평화로 2159,,33.412472,126.393460,064-799-4820,(주)테디베어사파리테지움,,,08:30,18:00,08:30,18:00,연중무휴,10500,9000,8000,,,,064-799-4820,테디베어사파리테지움,2020-03-20,1371000,문화체육관광부
카멜리아힐,사립,제주특별자치시 서귀포시 안덕면 병악로 166,,33.290106,126.367840,064-792-0088,카멜리아힐,,,08:30,17:00,08:30,17:00,연중무휴,8000,6000,5000,,,,064-792-0088,카멜리아힐,2020-03-20,1371000,문화체육관광부
초콜릿박물관,사립,제주특별자치시 서귀포시 대정읍 일주서로3000번길 144,,33.257090,126.229980,064-792-3121,초콜릿박물관,,,10:30,18:00,10:30,18:00,연중무휴,6000,6000,4000,,,,000-0000-0000,초콜릿박물관,2020-03-20,1371000,문화체육관광부
조안베어뮤지엄,사립,제주특별자치시 서귀포시 대포로 113,,33.240289,126.434170,064-739-1024,조안베어뮤지엄,,,09:00,18:00,09:00,18:00,연중무휴,5000,4000,3000,,,,064-739-1024,조안베어뮤지엄,2020-03-20,1371000,문화체육관광부
제주해양동물박물관,사립,제주특별자치시 서귀포시 성산읍 서성일로 689-21,,33.429619,126.855510,064-782-3711,한국해양동물연구소,,,09:00,18:00,09:00,18:00,둘째/ 넷째수요일,9000,8000,7000,,,,064-782-3711,제주해양동물박물관,2020-03-20,1371000,문화체육관광부
제주해양과학관(아쿠아플라넷 제주),사립,제주특별자치시 서귀포시 섭지코지로 95,,33.432919,126.927030,064-780-0900,제주해양과학관,,,10:00,19:00,10:00,19:00,연중무휴,40900,39200,37200,,,,064-780-0940,제주해양과학관(아쿠아플라넷 제주),2020-03-20,1371000,문화체육관광부
제주항공우주박물관,사립,제주특별자치시 서귀포시 안덕면 녹차분재로 218,,33.294770,126.298730,064-800-2000,제주국제자유도시개발센터,,,09:00,18:00,09:00,18:00,매월 세번째 월요일(단/ 공휴일인 경우 다음날 휴관),10000,9000,8000,,,,064-800-2022,제주항공우주박물관,2020-03-20,1371000,문화체육관광부
제주평화박물관,사립,제주특별자치시 제주시 한경면 청수서5길 63,,33.306010,126.249300,064-772-2500,㈜제주평화박물관,,,09:00,18:00,09:00,18:00,연중무휴,6000,4000,4000,,,,064-772-2500,제주평화박물관,2020-03-20,1371000,문화체육관광부
제주커피박물관바움,사립,제주특별자치시 제주도 서귀포시 성산읍 서성일로1168번길89-17,,33.440035,126.899110,064-784-2255,제주커피박물관바움,,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,064-784-2255,제주커피박물관바움,2020-03-20,1371000,문화체육관광부
제주옹기박물관,사립,제주특별자치시 서귀포시 대정읍 무영로 254번길3-1,,33.281560,126.224350,064-792-7955,제주옹기박물관,,,10:00,17:00,10:00,17:00,매주 월요일,0,0,0,,,,064-792-7955,제주옹기박물관,2020-03-20,1371000,문화체육관광부
제주아이스뮤지엄,사립,제주특별자치시 제주시 은수길 69,,33.470954,126.488220,064-742-3700,수목원테마파크,,,08:30,21:00,08:30,21:00,연중무휴,12000,10000,8000,,,,064-742-3700,제주아이스뮤지엄,2020-03-20,1371000,문화체육관광부
아르코미술관,사립,서울특별시 종로구 동숭길3,,37.58050139,127.003256,02-760-4615,한국문화예술위원회,,,11:00,19:00,11:00,19:00,매주월요일,0,0,0,,,,061-900-2100,아르코미술관,2020-03-20,1371000,문화체육관광부
아라리오뮤지엄 인 스페이스,사립,서울특별시 종로구 율곡로 83,,37.57776184,126.9884167,02-736-5700,아라리오뮤지엄 인 스페이스,,,10:00,19:00,10:00,19:00,매주 월요일,10000,6000,4000,,,,02-736-5700,아라리오뮤지엄 인 스페이스,2020-03-20,1371000,문화체육관광부
소마미술관,사립,서울특별시 송파구 올림픽로 424,,37.52034114,127.1155184,02-425-1077,서울올림픽기념국민체육진흥공단,,,10:00,18:00,10:00,18:00,매주 월요일,3000,2000,1000,특별전시입장료-일반(3000)/특별전시입장료-유치원/초등학생(1000)/ 특별전시입장료-청소년 (2000)/ 특별전시입장료-19~25세 (2000),,,02-425-1077,소마미술관,2020-03-20,1371000,문화체육관광부
세화미술관,사립,서울특별시 종로구 새문안로 68 흥국생명빌딩,,37.569804,126.972070,02-2002-7787,세화예술문화재단,,,09:00,18:00,09:00,18:00,매주 월요일 및 공휴일,0,0,0,,,,02-2002-7786,세화미술관,2020-03-20,1371000,문화체육관광부
세종문화회관 미술관,사립,서울특별시 종로구 세종대로 175,,37.57262064,126.975721,02-399-1156,세종문화화회관,,,10:30,20:30,10:30,20:30,-,0,0,0,,,,02-399-1156,세종문화회관 미술관,2020-03-20,1371000,문화체육관광부
성곡미술관,사립,서울특별시 종로구 경희궁길 42,,37.57350943,126.969703,02-737-7650,성곡미술관,,,10:00,18:00,10:00,18:00,매주월요일/설 추석 명절,9619,772,191,,,,02-737-7650,성곡미술관,2020-03-20,1371000,문화체육관광부
상원미술관,사립,서울특별시 종로구 평창31길 27,,37.61162656,126.9765691,02-396-3185,상원미술관,,,10:30,17:00,00:00,00:00,매주 월요일/ 공휴일,0,0,0,특별전시입장료-일반(2000)/특별전시입장료-유치원/초등학생(1000)/ 특별전시입장료-청소년 (1000)/,,,02-396-3185,상원미술관,2020-03-20,1371000,문화체육관광부
춘천미술관,사립,강원도 춘천시 서부대성로 71,,37.88237557,127.7313731,033-241-1856,춘천미술관,,,10:00,18:00,10:00,18:00,무휴,0,0,0,,,,033-241-1856,춘천미술관,2020-03-20,1371000,문화체육관광부
삼성미술관 Leeum,사립,서울특별시 용산구 이태원로 55길 60-16,,37.53846091,126.999294,02-2014-6900,삼성문화재단,,,10:00,18:00,10:00,18:00,매주 월요일/ 1월1일/ 설연휴/ 추석연휴,10000,5000,5000,,,,02-2014-6900,삼성미술관 Leeum,2020-03-20,1371000,문화체육관광부
사비나미술관,사립,서울특별시 은평구 진관1로 93,,37.63012839,126.9292775,02-736-4371,사비나미술관,,,09:30,18:30,09:30,18:30,매주 월요일,0,0,0,특별전시입장료-일반(8000)/특별전시입장료-미취학(3000)/특별전시입장료-유치원/초등학생(5000)/ 특별전시입장료-청소년 (5000)/ 특별전시입장료-19~25세 (8000),,,02-736-4371,사비나미술관,2020-03-20,1371000,문화체육관광부
밀알미술관,사립,서울특별시 강남구 일원로 90,,37.48578132,127.0820739,02-3412-0061,밀알미술관,,,09:30,17:00,09:30,17:00,국경일,0,0,0,,,,02-3412-0061,밀알미술관,2020-03-20,1371000,문화체육관광부
디뮤지엄,사립,서울특별시 용산구 독서당로29길 5-6,,37.53695027,127.0115182,02-796-8166,(재)대림문화재단,,,10:00,18:00,10:00,18:00,매주 월요일1/1/ 설/ 추석 연휴,0,0,0,특별전시입장료-일반(9000)/특별전시입장료-미취학(3000)/특별전시입장료-유치원/초등학생(5000)/ 특별전시입장료-청소년 (5000)/ 특별전시입장료-19~25세 (9000),,,02-796-8166,디뮤지엄,2020-03-20,1371000,문화체육관광부
대림미술관,사립,서울특별시 종로구 자하문로4길 21,,37.57750352,126.9733647,02-720-0667,(재)대림문화재단,,,10:00,18:00,10:00,18:00,매주 월요일1/1/ 설/ 추석 연휴,0,0,0,특별전시입장료-일반(8000)/특별전시입장료-미취학(2000)/특별전시입장료-유치원/초등학생(3000)/ 특별전시입장료-청소년 (3000)/ 특별전시입장료-19~25세 (8000),,,02-720-0667,대림미술관,2020-03-20,1371000,문화체육관광부
김세중미술관,사립,서울특별시 용산구 효창원로70길 35,,37.54201614,126.9638816,02-717-5129,(재)김세중기념사업회,,,11:00,17:00,00:00,00:00,매주 월요일/법정공휴일,0,0,0,,,,02-717-5129,김세중미술관,2020-03-20,1371000,문화체육관광부
금호미술관,사립,서울특별시 종로구 삼청로 18,,37.57746518,126.9799126,02-720-5114,금호미술관,,,10:00,18:00,10:00,18:00,매주 월요일,3000,2000,2000,특별전시입장료-일반(5000)/특별전시입장료-미취학(3000)/특별전시입장료-유치원/초등학생(4000)/ 특별전시입장료-청소년 (4000)/ 특별전시입장료-19~25세 (4000),,,02-6303-1977,금호미술관,2020-03-20,1371000,문화체육관광부
OCI미술관,사립,서울특별시 종로구 우정국로 45-14,,37.57323807,126.9821279,02-734-0440,송암문화재단,,,10:00,18:00,10:00,18:00,매주 월요일,0,0,0,,,,02-734-0440,OCI미술관,2020-03-20,1371000,문화체육관광부
K현대미술관,사립,서울특별시 강남구 선릉로 807,,37.52438077,127.0391734,02-2138-0952,K현대미술관,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,02-2138-0961,K현대미술관,2020-03-20,1371000,문화체육관광부
JCC아트센터,사립,서울특별시 종로구 창경궁로35길 29,,37.58716156,127.0018885,02-2183-7373,JCC아트센터,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,02-3670-0239,JCC아트센터,2020-03-20,1371000,문화체육관광부
63아트,사립,서울특별시 영등포구 63로 50,,37.51966515,126.939911,02-780-6382,63아트,,,10:00,22:00,10:00,22:00,-,13000,12000,11000,,,,02-780-6382,63아트,2020-03-20,1371000,문화체육관광부
종로구립 박노수미술관,공립,서울특별시 종로구 옥인1길 34,,37.58131848,126.9668197,02-2148-4171,종로문화재단,,,10:00,18:00,10:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)/,0,0,0,특별전시입장료-일반(3000)/특별전시입장료-유치원/초등학생(1200)/ 특별전시입장료-청소년 (1800)/ 특별전시입장료-19~25세 (3000),,,02-2148-1813,종로구립 박노수미술관,2020-03-20,1371000,문화체육관광부
성북구립미술관,공립,서울특별시 성북구 성북로 134,,37.59483792,126.9948864,02-6925-5011,성북구립미술관,,,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,특별전시입장료-일반(2000)// 특별전시입장료-청소년 (1000)/ 특별전시입장료-19~25세 (2000),,,02-6925-5011,성북구립미술관,2020-03-20,1371000,문화체육관광부
유리지공예관,사립,서울특별시 서초구 중앙로 555,,37.45775892,127.012356,02-578-6663,유리지공예관,,,11:00,17:00,00:00,00:00,월요일 및 공휴일,0,0,0,,,,02-578-6663,유리지공예관,2020-03-20,1371000,문화체육관광부
서울시립미술관,공립,서울특별시 중구 덕수궁길 61(서소문동 37),,37.5641076,126.9736999947,02-2124-8800,서울시립미술관,,,10:00,20:00,10:00,19:00,-,0,0,0,,,,02-2124-8800,서울시립미술관,2020-03-20,1371000,문화체육관광부
남서울미술관,공립,서울특별시 관악구 남부순환로 2476,,37.476328,126.979460,02-598-6245,서울시립미술관,,,10:00,20:00,10:00,18:00,-,0,0,0,,,,02-598-6245,남서울미술관,2020-03-20,1371000,문화체육관광부
겸재정선미술관,공립,서울특별시 강서구 양천로47길 36,,37.57222423,126.8384111,02-2659-2206,강서문화원,,,10:00,18:00,10:00,17:00,매주 월요일/1.1/ 설날 및 추석당일,1000,500,500,특별전시입장료-일반(1000)/특별전시입장료-유치원/초등학생(500)/ 특별전시입장료-청소년 (500)/ 특별전시입장료-19~25세 (1000),,,02-2600-6154,겸재정선미술관,2020-03-20,1371000,문화체육관광부
국립현대미술관 미술품수장센터(청주),국립,충청북도 충북 청주시 청원구 상당로 314(내덕동),,36.655391,127.490080,043-261-1400,국립현대미술관 미술품수장센터 (청주관),,,10:00,18:00,10:00,18:00,매주 월요일/추석/ 설 당일/ 1.1일,0,0,0,,,,043-261-1400,국립현대미술관 미술품수장센터(청주),2020-03-20,1371000,문화체육관광부
국립현대미술관(덕수궁),국립,서울특별시 서울 중구 세종대로 99(정동),,37.565886,126.973910,02-2022-0600,국립현대미술관(덕수궁관),,,10:00,19:00,10:00,19:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)/ 1월 1일,0,0,0,,,,02-2022-0600,국립현대미술관(덕수궁),2020-03-20,1371000,문화체육관광부
DOT미술관,사립,부산광역시 금정구 금샘로35,,35.22888238,129.0767714,051-518-8480,DOT미술관,,,11:00,18:00,11:00,18:00,매주 월요일,0,0,0,,,,051-518-8480,DOT미술관,2020-03-20,1371000,문화체육관광부
부산현대미술관,공립,부산광역시 사하구 낙동남로 1191,,35.10933074,128.9426945,051-220-7400,부산현대미술관,,,10:00,18:00,10:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 화요일 휴관),0,0,0,,,,051-220-7310,부산현대미술관,2020-03-20,1371000,문화체육관광부
부산광역시립미술관,공립,부산광역시 해운대구 APEC로 58,,35.16668891,129.1370252,051-744-2602,부산광역시립미술관,,,10:00,18:00,10:00,21:00,1월 1일/ 매주 월요일 (단/ 월요일이 휴일인 경우 휴일이 끝나고 돌아오는 첫 평일을 휴관일로 함),3000,2000,2000,,,,051-888-5045,부산광역시립미술관,2020-03-20,1371000,문화체육관광부
숙명여자대학교 문신미술관(휴관),대학,서울특별시 용산구 청파로 47길 100,,37.54547273,126.9650748,02-2077-7052,숙명여자대학교,,,10:00,17:00,00:00,00:00,토요일/ 일요일/ 공휴일/ 창학기념일,0,0,0,,,,02-2077-7052,숙명여자대학교 문신미술관(휴관),2020-03-20,1371000,문화체육관광부
한양여자대학교 미술관,대학,서울특별시 성동구 살곶이길 200,,37.55791939,127.0493226,02-2290-2542,한양여자대학교미술관,,,08:30,17:30,00:00,00:00,매주 주말/공휴일,0,0,0,,,,02-2290-2114,한양여자대학교 미술관,2020-03-20,1371000,문화체육관광부
인덕대학교 아정미술관,대학,서울특별시 노원구 초안산로 12 은봉관 1층,,37.631589,127.054860,02-950-7331,인덕대학교,,,10:00,17:00,00:00,00:00,토/일요일 공휴일,0,0,0,,,,02-950-7331,인덕대학교 아정미술관,2020-03-20,1371000,문화체육관광부
서울대학교 미술관,대학,서울특별시 관악구 관악로1,,37.46803851,126.959296,02-880-9504,서울대학교 미술관,,,10:00,18:00,10:00,18:00,매주월요일/ 법정공휴일/ 개교기념일/,0,0,0,특별전시입장료-일반(3000)/특별전시입장료-미취학(2000)/특별전시입장료-유치원/초등학생(2000)/ 특별전시입장료-청소년 (2000)/ 특별전시입장료-19~25세 (3000),,,02-880-9511,서울대학교 미술관,2020-03-20,1371000,문화체육관광부
서울과학기술대학교 미술관,대학,서울특별시 노원구 공릉로 232~ 다빈치관,,37.635273,127.078520,02-970-6215,서울과학기술대학교,,,09:00,18:00,00:00,00:00,공휴일,0,0,0,,,,02-970-6215,서울과학기술대학교 미술관,2020-03-20,1371000,문화체육관광부
환기미술관,사립,서울특별시 종로구 자하문로40길 63,,37.59408714,126.966112,02-391-7701,(재)환기재단,,,10:00,18:00,10:00,18:00,매주 월요일/ 설.추석연휴,0,0,0,,,,02-391-7701,환기미술관,2020-03-20,1371000,문화체육관광부
공연예술박물관,국립,서울특별시 서울특별시 중구 장충단로 59,,37.552539,126.999610,02-2280-5801,국립중앙극장,,,10:00,18:00,10:00,18:00,매주 월요일1월 1일,0,0,0,,,,02-2280-5801,공연예술박물관,2020-03-20,1371000,문화체육관광부
헬로우뮤지움,사립,서울특별시 성동구 금호로 72,,37.54969886,127.0262587,02-3217-4222,헬로우뮤지움,,,10:00,17:00,10:00,17:00,매주 월요일/ 공휴일,0,0,0,특별전시입장료-일반(5000)/특별전시입장료-미취학(5000)/특별전시입장료-유치원/초등학생(5000)/ 특별전시입장료-청소년 (5000)/ 특별전시입장료-19~25세 (5000),,,02-562-4420,헬로우뮤지움,2020-03-20,1371000,문화체육관광부
한원미술관,사립,서울특별시 서초구 남부순환로 2423 한원빌딩 B1,,37.481764,127.015410,02-588-5642,(재)한원미술관,,,10:00,18:00,00:00,00:00,매주 일요일/월요일/ 법정공휴일 휴관,0,0,0,,,,02-588-5642,한원미술관,2020-03-20,1371000,문화체육관광부
한미사진미술관,사립,서울특별시 송파구 위례성대로 14(방이동 45) 한미타워,,37.51659088,127.1139562,02-418-1315,한미사진미술관,,,10:00,19:00,00:00,00:00,매주 일요일/ 구정연휴/ 추석연휴,0,0,0,특별전시입장료-일반(6000)// 특별전시입장료-청소년 (1000)/ 특별전시입장료-19~25세 (2000),,,02-418-1315,한미사진미술관,2020-03-20,1371000,문화체육관광부
